,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
0,"['one', 'side', 'of', 'the', 'armed', 'conflicts', 'is', 'composed', 'mainly', 'of', 'the', 'sudanese', 'military', 'and', 'the', 'janjaweed', ',', 'a', 'sudanese', 'militia', 'group', 'recruited', 'mostly', 'from', 'the', 'afro-arab', 'abbala', 'tribes', 'of', 'the', 'northern', 'rizeigat', 'region', 'in', 'sudan', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['one', 'side', 'of', 'the', 'armed', 'conflicts', 'consist', 'of', 'the', 'sudanese', 'military', 'and', 'the', 'sudanese', 'militia', 'group', 'janjaweed', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'consist', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'janjaweed', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[2 2 2 2 2 2 1 3 3 3 2 2 2 2 2 2 3 3 3 2 2 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 5]","[('one', 'CD'), ('side', 'NN'), ('of', 'IN'), ('the', 'DT'), ('armed', 'JJ'), ('conflicts', 'NNS'), ('is', 'VBZ'), ('composed', 'VBN'), ('mainly', 'RB'), ('of', 'IN'), ('the', 'DT'), ('sudanese', 'JJ'), ('military', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('janjaweed', 'NN'), (',', ','), ('a', 'DT'), ('sudanese', 'JJ'), ('militia', 'NN'), ('group', 'NN'), ('recruited', 'VBD'), ('mostly', 'RB'), ('from', 'IN'), ('the', 'DT'), ('afro-arab', 'JJ'), ('abbala', 'NN'), ('tribes', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('northern', 'JJ'), ('rizeigat', 'JJ'), ('region', 'NN'), ('in', 'IN'), ('sudan', 'NN'), ('.', '.')]","[37, 19, 40, 16, 13, 29, 15, 8, 27, 40, 16, 13, 13, 33, 16, 19, 9, 16, 13, 19, 19, 6, 27, 40, 16, 13, 19, 29, 40, 16, 13, 13, 19, 40, 19, 24]"
1,"['jeddah', 'is', 'the', 'principal', 'gateway', 'to', 'mecca', ',', 'islam', ""'s"", 'holiest', 'city', ',', 'which', 'able-bodied', 'muslims', 'are', 'required', 'to', 'visit', 'at', 'least', 'once', 'in', 'their', 'lifetime', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['jeddah', 'is', 'the', 'main', 'gateway', 'to', 'mecca', ',', 'islam', ""'s"", 'holiest', 'city', ',', 'which', 'able-bodied', 'muslims', 'are', 'supposed', 'to', 'viisit', 'at', 'least', 'once', 'in', 'their', 'lifetime', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'KEEP', 'KEEP', 'main', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'supposed', 'DEL', 'KEEP', 'viisit', 'DEL', 'STOP']",[2 2 2 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 3 2 1 3 5],"[('jeddah', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('principal', 'JJ'), ('gateway', 'NN'), ('to', 'TO'), ('mecca', 'VB'), (',', ','), ('islam', 'NN'), (""'s"", 'POS'), ('holiest', 'JJS'), ('city', 'NN'), (',', ','), ('which', 'WDT'), ('able-bodied', 'JJ'), ('muslims', 'NNS'), ('are', 'VBP'), ('required', 'VBN'), ('to', 'TO'), ('visit', 'VB'), ('at', 'IN'), ('least', 'JJS'), ('once', 'RB'), ('in', 'IN'), ('their', 'PRP$'), ('lifetime', 'NN'), ('.', '.')]","[19, 15, 16, 13, 19, 25, 31, 9, 19, 23, 45, 19, 9, 12, 13, 29, 11, 8, 25, 31, 40, 45, 27, 40, 4, 19, 24]"
2,"['the', 'great', 'dark', 'spot', 'is', 'thought', 'to', 'represent', 'a', 'hole', 'in', 'the', 'methane', 'cloud', 'deck', 'of', 'neptune', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['the', 'great', 'dark', 'spot', 'is', 'thought', 'to', 'show', 'a', 'hole', 'in', 'the', 'methane', 'cloud', 'deck', 'of', 'neptune', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'show', 'DEL', 'STOP']",[2 2 2 2 2 2 2 1 3 5],"[('the', 'DT'), ('great', 'JJ'), ('dark', 'JJ'), ('spot', 'NN'), ('is', 'VBZ'), ('thought', 'VBN'), ('to', 'TO'), ('represent', 'VB'), ('a', 'DT'), ('hole', 'NN'), ('in', 'IN'), ('the', 'DT'), ('methane', 'NN'), ('cloud', 'NN'), ('deck', 'NN'), ('of', 'IN'), ('neptune', 'NN'), ('.', '.')]","[16, 13, 13, 19, 15, 8, 25, 31, 16, 19, 40, 16, 19, 19, 19, 40, 19, 24]"
3,"['his', 'next', 'work', ',', 'saturday', ',', 'follows', 'an', 'especially', 'eventful', 'day', 'in', 'the', 'life', 'of', 'a', 'successful', 'neurosurgeon', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['his', 'next', 'work', 'is', 'saturday', 'which', 'is', 'an', 'eventful', 'day', 'in', 'the', 'life', 'of', 'a', 'neurosuregon', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'KEEP', 'KEEP', 'is', 'DEL', 'KEEP', 'which', 'is', 'DEL', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'neurosuregon', 'DEL', 'DEL', 'STOP']",[2 2 2 1 3 2 1 1 3 3 2 3 2 2 2 2 2 2 2 1 3 3 5],"[('his', 'PRP$'), ('next', 'JJ'), ('work', 'NN'), (',', ','), ('saturday', 'JJ'), (',', ','), ('follows', 'VBZ'), ('an', 'DT'), ('especially', 'RB'), ('eventful', 'JJ'), ('day', 'NN'), ('in', 'IN'), ('the', 'DT'), ('life', 'NN'), ('of', 'IN'), ('a', 'DT'), ('successful', 'JJ'), ('neurosurgeon', 'NN'), ('.', '.')]","[4, 13, 19, 9, 13, 9, 15, 16, 27, 13, 19, 40, 16, 19, 40, 16, 13, 19, 24]"
4,"['the', 'tarantula', ',', 'the', 'trickster', 'character', ',', 'spun', 'a', 'black', 'cord', 'and', ',', 'attaching', 'it', 'to', 'the', 'ball', ',', 'crawled', 'away', 'fast', 'to', 'the', 'east', ',', 'pulling', 'on', 'the', 'cord', 'with', 'all', 'his', 'strength', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['the', 'tricky', 'tarantula', 'spun', 'a', 'black', 'web', 'and', 'attached', 'it', 'to', 'the', 'ball', '.', 'afterwards', ',', 'it', 'crawled', 'away', 'and', 'pulled', 'the', 'web', 'with', 'him', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'tricky', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'web', 'DEL', 'KEEP', 'attached', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '.', 'afterwards', 'KEEP', 'it', 'KEEP', 'KEEP', 'and', 'pulled', 'DEL', 'DEL', 'KEEP', 'web', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'him', 'DEL', 'DEL', 'DEL', 'STOP']","[2 1 2 3 3 3 3 3 2 2 2 1 3 2 1 3 3 2 2 2 2 1 1 2 1 2 2 1 1 3 3 2 1 3 3 3 3
 3 3 2 1 3 3 3 5]","[('the', 'DT'), ('tarantula', 'NN'), (',', ','), ('the', 'DT'), ('trickster', 'NN'), ('character', 'NN'), (',', ','), ('spun', 'VB'), ('a', 'DT'), ('black', 'JJ'), ('cord', 'NN'), ('and', 'CC'), (',', ','), ('attaching', 'VBG'), ('it', 'PRP'), ('to', 'TO'), ('the', 'DT'), ('ball', 'NN'), (',', ','), ('crawled', 'VBD'), ('away', 'RB'), ('fast', 'RB'), ('to', 'TO'), ('the', 'DT'), ('east', 'NN'), (',', ','), ('pulling', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('cord', 'NN'), ('with', 'IN'), ('all', 'PDT'), ('his', 'PRP$'), ('strength', 'NN'), ('.', '.')]","[16, 19, 9, 16, 19, 19, 9, 31, 16, 13, 19, 33, 9, 5, 38, 25, 16, 19, 9, 6, 27, 27, 25, 16, 19, 9, 5, 40, 16, 19, 40, 34, 4, 19, 24]"
5,"['there', 'he', 'died', 'six', 'weeks', 'later', ',', 'on', '13', 'january', '888', '.']",[1 1 1 1 1 1 1 1 1 1 1 1],"['he', 'died', 'there', 'six', 'weeks', 'later', 'on', 'january', '13', ',', '888', '.']",[1 1 1 1 1 1 1 1 1 1 1 1],"['DEL', 'KEEP', 'KEEP', 'there', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'january', 'KEEP', ',', 'DEL', 'STOP']",[3 2 2 1 2 2 2 3 2 1 2 1 3 5],"[('there', 'RB'), ('he', 'PRP'), ('died', 'VBD'), ('six', 'CD'), ('weeks', 'NNS'), ('later', 'RB'), (',', ','), ('on', 'IN'), ('13', 'CD'), ('january', 'JJ'), ('888', 'CD'), ('.', '.')]","[27, 38, 6, 37, 29, 27, 9, 40, 37, 13, 37, 24]"
6,"['they', 'are', 'culturally', 'akin', 'to', 'the', 'coastal', 'peoples', 'of', 'papua', 'new', 'guinea', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1],"['their', 'culture', 'is', 'like', 'that', 'of', 'the', 'costal', 'peoples', 'of', 'papua', ',', 'new', 'guinea', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['their', 'culture', 'is', 'like', 'that', 'of', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'costal', 'DEL', 'KEEP', 'KEEP', 'KEEP', ',', 'STOP']",[1 1 1 1 1 1 3 3 3 3 3 2 1 3 2 2 2 1 5],"[('they', 'PRP'), ('are', 'VBP'), ('culturally', 'RB'), ('akin', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('coastal', 'JJ'), ('peoples', 'NNS'), ('of', 'IN'), ('papua', 'JJ'), ('new', 'JJ'), ('guinea', 'NN'), ('.', '.')]","[38, 11, 27, 13, 25, 16, 13, 29, 40, 13, 13, 19, 24]"
7,"['since', '2000', ',', 'the', 'recipient', 'of', 'the', 'kate', 'greenaway', 'medal', 'has', 'also', 'been', 'presented', 'with', 'the', 'colin', 'mears', 'award', 'to', 'the', 'value', 'of', '£', '5000', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['since', '2000', ',', 'the', 'person', 'who', 'won', 'kate', 'greenaway', 'medal', 'has', 'also', 'been', 'given', 'the', 'colin', 'mears', 'award', 'to', 'the', 'value', 'of', '£', '5000', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'person', 'who', 'won', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'given', 'DEL', 'DEL', 'STOP']",[2 2 2 2 1 1 1 3 3 3 2 2 2 2 2 2 1 3 3 5],"[('since', 'IN'), ('2000', 'CD'), (',', ','), ('the', 'DT'), ('recipient', 'NN'), ('of', 'IN'), ('the', 'DT'), ('kate', 'NN'), ('greenaway', 'NN'), ('medal', 'NN'), ('has', 'VBZ'), ('also', 'RB'), ('been', 'VBN'), ('presented', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('colin', 'NN'), ('mears', 'VBZ'), ('award', 'RB'), ('to', 'TO'), ('the', 'DT'), ('value', 'NN'), ('of', 'IN'), ('£', 'JJ'), ('5000', 'CD'), ('.', '.')]","[40, 37, 9, 16, 19, 40, 16, 19, 19, 19, 15, 27, 8, 8, 40, 16, 19, 15, 27, 25, 16, 19, 40, 13, 37, 24]"
8,"['following', 'the', 'drummers', 'are', 'dancers', ',', 'who', 'often', 'play', 'the', 'sogo', '-lrb-', 'a', 'tiny', 'drum', 'that', 'makes', 'almost', 'no', 'sound', '-rrb-', 'and', 'tend', 'to', 'have', 'more', 'elaborate', '—', 'even', 'acrobatic', '—', 'choreography', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['the', 'drummers', 'are', 'dancers', ',', 'who', 'often', 'play', 'the', 'sogo', 'and', 'tend', 'to', 'have', 'more', 'elaborate', '—', 'even', 'acrobatic', '—', 'choreography', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']",[3 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 5],"[('following', 'VBG'), ('the', 'DT'), ('drummers', 'NNS'), ('are', 'VBP'), ('dancers', 'NNS'), (',', ','), ('who', 'WP'), ('often', 'RB'), ('play', 'VBP'), ('the', 'DT'), ('sogo', 'NN'), ('-lrb-', 'VBZ'), ('a', 'DT'), ('tiny', 'JJ'), ('drum', 'NN'), ('that', 'WDT'), ('makes', 'VBZ'), ('almost', 'RB'), ('no', 'DT'), ('sound', 'NN'), ('-rrb-', 'RB'), ('and', 'CC'), ('tend', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('more', 'JJR'), ('elaborate', 'JJ'), ('—', 'NNP'), ('even', 'RB'), ('acrobatic', 'JJ'), ('—', 'NN'), ('choreography', 'NN'), ('.', '.')]","[5, 16, 29, 11, 29, 9, 14, 27, 11, 16, 19, 15, 16, 13, 19, 12, 15, 27, 16, 19, 27, 33, 11, 25, 31, 46, 13, 30, 27, 13, 19, 19, 24]"
9,"['the', 'spacecraft', 'consists', 'of', 'two', 'main', 'elements', ':', 'the', 'nasa', 'cassini', 'orbiter', ',', 'named', 'after', 'the', 'italian-french', 'astronomer', 'giovanni', 'domenico', 'cassini', ',', 'and', 'the', 'esa', 'huygens', 'probe', ',', 'named', 'after', 'the', 'dutch', 'astronomer', ',', 'mathematician', 'and', 'physicist', 'christiaan', 'huygens', '.']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","['the', 'spaceship', 'is', 'made', 'of', 'the', 'nasa', 'cassini', 'orbiter', ',', 'named', 'after', 'giovanni', 'cassini', ',', 'and', 'the', 'esa', 'huygens', 'probe', ',', 'named', 'after', 'christiaan', 'huygens', '.']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"['KEEP', 'spaceship', 'is', 'made', 'DEL', 'DEL', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[2 1 1 1 3 3 2 3 3 3 3 2 2 2 2 2 2 2 3 3 3 2 3 2 2 2 2 2 2 2 2 2 2 3 3 3 3
 3 3 3 5]","[('the', 'DT'), ('spacecraft', 'NN'), ('consists', 'VBZ'), ('of', 'IN'), ('two', 'CD'), ('main', 'JJ'), ('elements', 'NNS'), (':', ':'), ('the', 'DT'), ('nasa', 'JJ'), ('cassini', 'NN'), ('orbiter', 'NN'), (',', ','), ('named', 'VBN'), ('after', 'IN'), ('the', 'DT'), ('italian-french', 'JJ'), ('astronomer', 'NN'), ('giovanni', 'NN'), ('domenico', 'NN'), ('cassini', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('esa', 'NN'), ('huygens', 'VBZ'), ('probe', 'NN'), (',', ','), ('named', 'VBN'), ('after', 'IN'), ('the', 'DT'), ('dutch', 'JJ'), ('astronomer', 'NN'), (',', ','), ('mathematician', 'JJ'), ('and', 'CC'), ('physicist', 'JJ'), ('christiaan', 'NN'), ('huygens', 'NNS'), ('.', '.')]","[16, 19, 15, 40, 37, 13, 29, 28, 16, 13, 19, 19, 9, 8, 40, 16, 13, 19, 19, 19, 19, 9, 33, 16, 19, 15, 19, 9, 8, 40, 16, 13, 19, 9, 13, 33, 13, 19, 29, 24]"
